,onehot__Type_H,onehot__Type_L,onehot__Type_M,scale__Air temperature [K],scale__Process temperature [K],scale__Rotational speed [rpm],scale__Torque [Nm],scale__Tool wear [min],scale__Difference temperature [K],scale__Power,Target
3213,0.0,1.0,0.0,0.29830389092964443,-0.2723282040557812,-0.6459930898990346,0.9151843713194983,-0.5329652775386914,-0.999399938706886,0.9726874669002927,0.0
3214,0.0,0.0,1.0,0.34829271193077305,-0.2049253852974596,-0.5791046417579959,0.473696785766288,-0.5015414450085425,-0.999399938706886,0.4108152060302252,0.0
3215,1.0,0.0,0.0,0.29830389092964443,-0.3397310228141411,-0.24466240105280246,-0.3490755327646953,-0.45440569621331905,-1.0992628299742926,-0.5291391403840854,0.0
3216,0.0,0.0,1.0,0.29830389092964443,-0.3397310228141411,0.1009279143425641,-0.6199883693541656,-0.37584611488794667,-1.0992628299742926,-0.7196327595712563,0.0
3217,0.0,1.0,0.0,0.29830389092964443,-0.407133841572501,-0.36171718529962016,0.07234443526336946,-0.32871036609272325,-1.199125721241699,0.0032399304371679987,0.0
3218,0.0,1.0,0.0,0.24831506992848743,-0.47453666033082254,-0.4118835214053992,0.6041362996797363,-0.29728653356257434,-1.1991257212416422,0.7293514732629323,0.0
3219,0.0,0.0,1.0,0.24831506992848743,-0.47453666033082254,0.2792971093853339,-0.5096164729658629,-0.2658627010324254,-1.1991257212416422,-0.44192566724805593,0.0
3220,0.0,1.0,0.0,0.24831506992848743,-0.47453666033082254,-0.3561431479545336,0.6844067697803197,-0.21872695223720195,-1.1991257212416422,0.8903126435792598,0.0
3221,0.0,1.0,0.0,0.29830389092964443,-0.407133841572501,-0.54008638034239,0.32318965432769353,-0.18730311970705302,-1.199125721241699,0.22923333944349447,0.0
3222,0.0,1.0,0.0,0.29830389092964443,-0.407133841572501,0.09535387699747754,-0.3992445765775601,-0.15587928717690408,-1.199125721241699,-0.3869731311138413,0.0
3223,0.0,1.0,0.0,0.34829271193077305,-0.47453666033082254,-0.6348450152088615,0.5338996383417252,-0.12445545464675514,-1.3988515037763982,0.4508592044991638,0.0
3224,0.0,1.0,0.0,0.34829271193077305,-0.47453666033082254,0.22913077327955492,-0.16846697503838223,-0.09303162211660619,-1.3988515037763982,0.05449232259520737,0.0
3225,1.0,0.0,0.0,0.3982815329319301,-0.407133841572501,-0.36171718529962016,0.07234443526336946,-0.061607789586457254,-1.398851503776455,0.0032399304371679987,0.0
3226,0.0,1.0,0.0,0.3982815329319301,-0.407133841572501,-0.2781066251233218,-0.1584331662758091,0.016951791738915103,-1.398851503776455,-0.27296551194344754,0.0
3227,0.0,1.0,0.0,0.3982815329319301,-0.407133841572501,2.2692284415812347,-1.9544849347763693,0.04837562426906405,-1.398851503776455,-1.969398100022468,0.0
3228,0.0,0.0,1.0,0.3982815329319301,-0.407133841572501,-1.0974901148510456,2.249680936741702,0.07979945679921299,-1.398851503776455,2.3341343413167177,0.0
3229,0.0,0.0,1.0,0.44827035393305864,-0.3397310228141411,1.2213094207049622,-1.3223549827342727,0.1269352055944364,-1.3988515037763982,-1.260638956533244,0.0
3230,0.0,0.0,1.0,0.44827035393305864,-0.407133841572501,1.0317921509720192,-1.442760687885148,0.1740709543896598,-1.4987143950438047,-1.5531171806446196,0.0
3231,0.0,1.0,0.0,0.4982591749342157,-0.3397310228141411,-0.6069748284834287,0.8549815187440603,0.22120670318488322,-1.4987143950438047,0.9222104364773125,0.0
3232,0.0,1.0,0.0,0.44827035393305864,-0.3397310228141411,0.4074999683223247,-0.4795150466781435,0.2526305357150322,-1.3988515037763982,-0.3156791103103166,0.0
3233,1.0,0.0,0.0,0.44827035393305864,-0.3397310228141411,-0.38958737202505295,0.34325727185283905,0.2840543682451811,-1.3988515037763982,0.3725476692580682,0.0
3234,0.0,1.0,0.0,0.44827035393305864,-0.2723282040557812,-0.8633805463574104,0.24291918422710942,0.3626139495705535,-1.2989886125089918,-0.12535234111676674,0.0
3235,0.0,1.0,0.0,0.4982591749342157,-0.2723282040557812,1.0317921509720192,-1.191915468820824,0.3940377821007024,-1.3988515037763982,-1.1301033732889052,0.0
3236,0.0,0.0,1.0,0.4982591749342157,-0.2723282040557812,-0.790918060871285,0.8048124749311955,0.42546161463085136,-1.3988515037763982,0.6965703568692412,0.0
3237,0.0,0.0,1.0,0.4982591749342157,-0.2723282040557812,0.2737230720402474,-0.7303602657424676,0.4725973634260748,-1.3988515037763982,-0.7882375510658366,1.0
3238,0.0,1.0,0.0,0.4982591749342157,-0.2049253852974596,-0.3951614093701395,0.2027839491768177,0.5197331122212981,-1.2989886125090486,0.16657625948621171,0.0
3239,0.0,0.0,1.0,0.4982591749342157,-0.1375225665390997,0.3071672961107667,-0.8909012059436351,0.5511569447514472,-1.1991257212416422,-1.0192953481138236,0.0
3240,0.0,0.0,1.0,0.4982591749342157,-0.2049253852974596,-0.15547780353141755,-0.06812888741265259,0.5982926935466706,-1.2989886125090486,-0.056580699628564685,0.0
3241,0.0,1.0,0.0,0.5482479959353727,-0.1375225665390997,-0.25581047574297555,-0.1082641224629443,0.645428442341894,-1.2989886125090486,-0.18462334767410235,0.0
3242,1.0,0.0,0.0,0.5982368169365013,-0.1375225665390997,0.9481815907957208,-1.3022873652091267,0.6768522748720429,-1.3988515037763982,-1.355979005829147,0.0
3243,0.0,1.0,0.0,0.5482479959353727,-0.2723282040557812,-0.21121817698228312,-0.389210767814987,0.7554118561974152,-1.4987143950438047,-0.5665724271881388,0.0
3244,0.0,1.0,0.0,0.5482479959353727,-0.2049253852974596,0.719646059647172,-0.9210026322313541,0.7868356887275642,-1.398851503776455,-0.8425325019310763,0.0
3245,0.0,1.0,0.0,0.5482479959353727,-0.2723282040557812,-0.20564413963719655,0.895116753794352,0.8182595212577132,-1.4987143950438047,1.3239067034716208,0.0
3246,0.0,0.0,1.0,0.4982591749342157,-0.2049253852974596,-1.3984881314857198,1.8483285862387835,0.8496833537878621,-1.2989886125090486,1.497764396824268,0.0
3247,0.0,1.0,0.0,0.4982591749342157,-0.2049253852974596,-0.2669585504331487,0.29308822803997425,0.8968191025830855,-1.2989886125090486,0.3930898478844144,0.0
3248,0.0,1.0,0.0,0.5482479959353727,-0.1375225665390997,-0.11088550477072508,-0.03802746112493327,0.9282429351132344,-1.2989886125090486,0.019002347481559437,0.0
3249,0.0,1.0,0.0,0.5982368169365013,-0.07011974778077813,2.481041860694524,-2.034755404876953,0.9596667676433834,-1.2989886125090486,-2.0487205499307946,0.0
3250,0.0,1.0,0.0,0.5982368169365013,-0.07011974778077813,0.580295126020008,-0.7102926482173221,0.9910906001735323,-1.2989886125090486,-0.5794689502244593,0.0
3251,0.0,0.0,1.0,0.5982368169365013,-0.002716929022418237,0.47996245380845,-0.8407321621307703,1.0225144327036813,-1.1991257212416422,-0.8449272900748072,0.0
3252,0.0,0.0,1.0,0.6482256379376583,-0.002716929022418237,2.9492609976817947,-2.2253977713658393,1.0696501814989048,-1.2989886125090486,-2.271946211984121,0.0
3253,1.0,0.0,0.0,0.6482256379376583,0.06468588973594165,-0.38958737202505295,-0.027993652362360164,1.116785930294128,-1.1991257212416422,-0.16091101916896475,0.0
3254,0.0,1.0,0.0,0.6482256379376583,0.06468588973594165,0.10650195168765066,-0.36914315028984146,1.1953455116195004,-1.1991257212416422,-0.3340326096085808,0.0
3255,0.0,1.0,0.0,0.6482256379376583,-0.002716929022418237,-1.0863420401608725,1.4871114707861568,1.2267693441496494,-1.2989886125090486,1.3438698144730477,0.0
3256,1.0,0.0,0.0,0.6482256379376583,0.06468588973594165,-0.46762389485626477,0.4134939331908501,1.2581931766797982,-1.1991257212416422,0.41287629418671407,0.0
3257,0.0,1.0,0.0,0.6482256379376583,0.06468588973594165,-1.0250276293649205,1.3667057656352815,1.3367527580051708,-1.1991257212416422,1.243445747724471,0.0
3258,0.0,1.0,0.0,0.6482256379376583,0.06468588973594165,-1.5043948410423644,1.687787646037616,1.3681765905353196,-1.1991257212416422,1.1895826439015436,0.0
3259,0.0,1.0,0.0,0.6482256379376583,-0.002716929022418237,0.06190965292695819,0.1526149053639529,1.3996004230654686,-1.2989886125090486,0.4285307494705276,0.0
3260,0.0,0.0,1.0,0.6482256379376583,0.06468588973594165,-0.07744128070020574,-0.21863601885124703,1.4310242555956174,-1.1991257212416422,-0.22709157840329477,0.0
3261,0.0,0.0,1.0,0.6482256379376583,-0.002716929022418237,0.8757191053095955,-0.7604616920301869,1.478160004390841,-1.2989886125090486,-0.49155863299742564,0.0
3262,0.0,1.0,0.0,0.698214458938787,0.06468588973594165,2.219062105475456,-1.8240454208629209,1.5252957531860643,-1.2989886125089918,-1.7403621323089427,0.0
3263,0.0,0.0,1.0,0.698214458938787,-0.002716929022418237,0.8367008438939897,-0.7905631183179055,1.5567195857162133,-1.3988515037763982,-0.5635494978919539,0.0
3264,0.0,0.0,1.0,0.6482256379376583,-0.002716929022418237,0.30159325876568016,-0.9210026322313541,1.6038553345114368,-1.2989886125090486,-1.0692521991449278,0.0
3265,0.0,0.0,1.0,0.6482256379376583,-0.07011974778077813,0.14552021310325655,-0.3992445765775601,1.6509910833066601,-1.398851503776455,-0.3551734852708595,0.0
3266,0.0,1.0,0.0,0.6482256379376583,-0.002716929022418237,0.7029239476119122,-0.8607997796559166,-1.6956470811542024,-1.2989886125090486,-0.75355238180377,0.0
3267,1.0,0.0,0.0,0.6482256379376583,-0.002716929022418237,-0.03842301928459984,-0.36914315028984146,-1.6642232486240534,-1.2989886125090486,-0.4266638001845261,1.0
3268,0.0,1.0,0.0,0.6482256379376583,-0.002716929022418237,-0.5623825297227362,0.09241205278851497,-1.585663667298681,-1.2989886125090486,-0.11233804161436138,0.0
3269,0.0,1.0,0.0,0.6482256379376583,0.06468588973594165,-0.04399705662968639,0.16264871412652598,-1.554239834768532,-1.1991257212416422,0.36616811067845767,0.0
3270,0.0,1.0,0.0,0.6482256379376583,-0.002716929022418237,-0.18334799025685034,0.08237824402594186,-1.522816002238383,-1.2989886125090486,0.14584760145523132,0.0
3271,0.0,1.0,0.0,0.5982368169365013,-0.07011974778077813,-0.8745286210475834,1.2463000604844057,-1.4913921697082342,-1.2989886125090486,1.2227170896934905,0.0
3272,0.0,0.0,1.0,0.5982368169365013,-0.07011974778077813,-0.46204985751117816,1.0857591202832382,-1.4599683371780852,-1.2989886125090486,1.3746487309432922,0.0
3273,0.0,0.0,1.0,0.5982368169365013,-0.002716929022418237,-0.5233642683071303,0.5640010646294445,-1.4128325883828619,-1.1991257212416422,0.5823271847666771,0.0
3274,0.0,1.0,0.0,0.5982368169365013,-0.07011974778077813,-0.1331816541510713,0.09241205278851497,-1.3656968395876383,-1.2989886125090486,0.19675647892052314,0.0
3275,0.0,1.0,0.0,0.5982368169365013,-0.07011974778077813,-0.501068118926784,0.5539672558668715,-1.3342730070574895,-1.2989886125090486,0.586007699331837,0.0
3276,1.0,0.0,0.0,0.5982368169365013,-0.07011974778077813,-0.9860093679493146,1.0757253115206658,-1.3028491745273405,-1.2989886125090486,0.8926092846679204,0.0
3277,0.0,1.0,0.0,0.5982368169365013,-0.07011974778077813,0.8255527692038165,-1.0313745286196567,-1.2242895932019682,-1.2989886125090486,-0.9672283353986946,0.0
3278,0.0,1.0,0.0,0.5982368169365013,-0.002716929022418237,0.4409441923928441,-0.23870363637639253,-1.1928657606718192,-1.1991257212416422,0.08617419197210502,0.0
3279,0.0,0.0,1.0,0.5982368169365013,0.06468588973594165,0.10650195168765066,-0.7403940745050407,-1.1614419281416704,-1.0992628299742357,-0.8998111232704717,0.0
3280,0.0,1.0,0.0,0.6482256379376583,0.06468588973594165,0.6862018355766526,-0.9009350147062083,-1.1143061793464468,-1.1991257212416422,-0.8280459966026069,0.0
3281,0.0,0.0,1.0,0.5982368169365013,0.06468588973594165,-1.359469870070114,1.6677200285124705,-1.0828823468162978,-1.0992628299742357,1.309106127566924,0.0
3282,0.0,1.0,0.0,0.5982368169365013,0.13208870849426324,-0.8578065090123237,0.2328853754645363,-1.0357465980210745,-0.999399938706886,-0.1347842731090838,0.0
3283,0.0,0.0,1.0,0.5982368169365013,0.06468588973594165,-0.33384699857418737,0.5539672558668715,-1.0043227654909255,-1.0992628299742357,0.7199784295036583,0.0
3284,0.0,1.0,0.0,0.6482256379376583,0.19949152725262312,-0.7741959488360254,0.43356155071599556,-0.9571870166957022,-0.999399938706886,0.20230178753203004,0.0
3285,0.0,0.0,1.0,0.5982368169365013,0.19949152725262312,-1.0138795546747474,1.4570100444984382,-0.9257631841655531,-0.8995370474394778,1.3738341103862033,0.0
3286,0.0,1.0,0.0,0.5482479959353727,0.13208870849426324,0.6583316488512199,-0.5898869430664463,-0.8786274353703297,-0.8995370474395363,-0.33910681235574835,0.0
3287,0.0,1.0,0.0,0.5482479959353727,0.13208870849426324,-0.23908836370771588,0.34325727185283905,-0.8472036028401808,-0.8995370474395363,0.4875563883901859,0.0
3288,0.0,0.0,1.0,0.5982368169365013,0.19949152725262312,-0.8912507330828431,0.32318965432769353,-0.8157797703100319,-0.8995370474394778,-0.037883685637552254,0.0
3289,0.0,1.0,0.0,0.5982368169365013,0.19949152725262312,0.05076157823678508,-0.1383655487506629,-0.7686440215148085,-0.8995370474394778,-0.020217215724784604,0.0
3290,0.0,1.0,0.0,0.5982368169365013,0.19949152725262312,-0.22236625167245622,-0.18853459256352773,-0.7372201889846596,-0.8995370474394778,-0.27941377346160745,0.0
3291,0.0,1.0,0.0,0.6482256379376583,0.3342971647693046,-0.829936322286891,0.5840686821545901,-0.7057963564545106,-0.7996741561721299,0.3634592519584994,0.0
3292,1.0,0.0,0.0,0.6482256379376583,0.2668943460109447,-0.004978795214080494,-0.1584331662758091,-0.6743725239243616,-0.8995370474395363,-0.08829201312198319,0.0
3293,0.0,1.0,0.0,0.6482256379376583,0.3342971647693046,-0.9692872559140548,0.7747110486434768,-0.5958129425989893,-0.7996741561721299,0.505625261228745,0.0
3294,0.0,1.0,0.0,0.6482256379376583,0.3342971647693046,-0.20007010229211,0.8650153275066335,-0.5643891100688403,-0.7996741561721299,1.2844515873331064,0.0
3295,0.0,1.0,0.0,0.5982368169365013,0.2668943460109447,-0.829936322286891,0.9954548414200817,-0.5329652775386914,-0.7996741561721299,0.922799318807738,0.0
3296,0.0,1.0,0.0,0.5982368169365013,0.19949152725262312,-0.23351432636262934,0.5740348733920176,-0.5015414450085425,-0.8995370474394778,0.8297460958949888,0.0
3297,0.0,0.0,1.0,0.6482256379376583,0.2668943460109447,0.21240866124429525,0.8349139012189141,-0.4701176124783935,-0.8995370474395363,1.590994284436145,0.0
3298,0.0,1.0,0.0,0.698214458938787,0.3342971647693046,-0.5958267537932556,1.4369424269732918,-0.4229818636831701,-0.8995370474394778,1.7469008814163196,0.0
3299,0.0,0.0,1.0,0.698214458938787,0.3342971647693046,0.13437213841308343,-0.007926034837214666,-0.3915580311530211,-0.8995370474394778,0.23603493035990958,0.0
3300,0.0,1.0,0.0,0.698214458938787,0.2668943460109447,-0.590252716448169,0.34325727185283905,-0.34442228235779776,-0.999399938706886,0.21920271041524486,0.0
3301,0.0,1.0,0.0,0.6482256379376583,0.2668943460109447,-0.8633805463574104,1.0155224589452279,-0.3129984498276488,-0.8995370474395363,0.9205811953631359,0.0
3302,0.0,1.0,0.0,0.6482256379376583,0.2668943460109447,-1.0751939654706995,0.6743729610177472,-0.28157461729749983,-0.8995370474395363,0.28456864909248514,0.0
3303,0.0,1.0,0.0,0.6482256379376583,0.2668943460109447,-0.4453277454759185,0.473696785766288,-0.2501507847673509,-0.8995370474395363,0.51610736671032,0.0
3304,0.0,1.0,0.0,0.698214458938787,0.2668943460109447,0.5579989766396618,-1.1116449987202406,-0.21872695223720195,-0.999399938706886,-1.23583719571682,0.0
3305,0.0,1.0,0.0,0.698214458938787,0.2668943460109447,1.1042546364581445,-0.8106307358430517,-0.18730311970705302,-0.999399938706886,-0.4464208023703041,0.0
3306,0.0,1.0,0.0,0.698214458938787,0.3342971647693046,-0.2781066251233218,0.35329108061541215,-0.15587928717690408,-0.8995370474394778,0.47235340955969846,0.0
3307,0.0,0.0,1.0,0.748203279939944,0.4016999835276645,-0.2613845130880621,0.30312203680254735,-0.12445545464675514,-0.8995370474394778,0.4119438971635402,0.0
3308,0.0,0.0,1.0,0.698214458938787,0.3342971647693046,-1.7942447829868653,2.069072379015389,-0.07731970585153172,-0.8995370474394778,1.35358637292507,0.0
3309,0.0,1.0,0.0,0.748203279939944,0.3342971647693046,0.5412768646044022,-1.1317126162453865,-0.03018395705630831,-0.999399938706886,-1.2764602618106786,0.0
3310,0.0,1.0,0.0,0.698214458938787,0.2668943460109447,-0.5735306044129094,0.9753872238949362,0.0012398754738406315,-0.999399938706886,1.1198982348011821,0.0
3311,0.0,1.0,0.0,0.698214458938787,0.2668943460109447,0.8367008438939897,-0.9410702497565,0.03266370800398957,-0.999399938706886,-0.8122050619141585,0.0
3312,0.0,1.0,0.0,0.748203279939944,0.3342971647693046,4.181123250945924,-2.365871094041861,0.06408754053413852,-0.999399938706886,-2.2003773794263983,0.0
3313,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,-0.09416339273546541,0.10244586155108806,0.09551137306428746,-0.8995370474394778,0.23979396256912655,0.0
3314,0.0,1.0,0.0,0.748203279939944,0.3342971647693046,-1.0473237787452667,1.2964691042972705,0.1269352055944364,-0.999399938706886,1.1295853491366827,0.0
3315,0.0,1.0,0.0,0.748203279939944,0.3342971647693046,0.2792971093853339,-0.32900791523954903,0.15835903812458535,-0.999399938706886,-0.16120546033417754,0.0
3316,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,0.2179826985893818,-0.5898869430664463,0.1897828706547343,-0.8995370474394778,-0.6035051640113298,0.0
3317,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,0.2681490346951608,-0.630022178116738,0.22120670318488322,-0.8995370474394778,-0.6356875833690884,0.0
3318,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,2.35841303910262,-1.9845863610640884,0.2526305357150322,-0.8995370474394778,-1.9949752225739525,0.0
3319,0.0,0.0,1.0,0.748203279939944,0.4016999835276645,4.978210591293301,-2.586614886818466,0.2840543682451811,-0.8995370474394778,-2.495328909325561,0.0
3320,0.0,1.0,0.0,0.7981921009411009,0.4016999835276645,-0.6738632766244673,0.39342631566570385,0.3311901170404045,-0.999399938706886,0.22489523960935887,0.0
3321,0.0,1.0,0.0,0.7981921009411009,0.46910280228598605,0.8032566198234703,-1.0313745286196567,0.3626139495705535,-0.8995370474395363,-0.9788882055411215,0.0
3322,0.0,1.0,0.0,0.8481809219422296,0.536505621044346,-0.8578065090123237,1.0757253115206658,0.3940377821007024,-0.8995370474394778,1.0070585655861326,0.0
3323,0.0,1.0,0.0,0.8481809219422296,0.536505621044346,0.1120759890327372,0.4536291682411418,0.42546161463085136,-0.8995370474394778,0.9242224511062666,0.0
3324,0.0,0.0,1.0,0.8481809219422296,0.536505621044346,0.7363681716824316,-0.8407321621307703,0.4568854471610003,-0.8995370474394778,-0.7022607308237007,0.0
3325,0.0,0.0,1.0,0.7981921009411009,0.536505621044346,-1.091916077505959,0.95531960636979,0.5040211959562237,-0.7996741561721299,0.6398904325657784,0.0
3326,0.0,0.0,1.0,0.7981921009411009,0.536505621044346,0.05076157823678508,-0.5798531343038731,0.5511569447514472,-0.7996741561721299,-0.6887164372239122,0.0
3327,0.0,1.0,0.0,0.8481809219422296,0.6039084398026675,0.9258854414153745,-0.8808673971810624,0.5982926935466706,-0.7996741561721299,-0.6637478264138678,0.0
3328,0.0,1.0,0.0,0.7981921009411009,0.536505621044346,-0.021700907249340165,-0.459447429152998,0.6297165260768195,-0.7996741561721299,-0.5515657424677932,0.0
3329,0.0,1.0,0.0,0.7981921009411009,0.536505621044346,0.13994617575817,-0.5898869430664463,0.6611403586069684,-0.7996741561721299,-0.6503605681021927,0.0
3330,0.0,0.0,1.0,0.7981921009411009,0.6039084398026675,-0.1610518408765041,0.09241205278851497,0.6925641911371174,-0.6998112649047785,0.17668540615851766,0.0
3331,0.0,1.0,0.0,0.7981921009411009,0.6039084398026675,-0.2613845130880621,0.5238658295791528,0.7396999399323407,-0.6998112649047785,0.7341017907283662,0.0
3332,0.0,0.0,1.0,0.748203279939944,0.536505621044346,-0.4843460068915244,0.4134939331908501,0.7711237724624898,-0.6998112649047235,0.39989143880082956,0.0
3333,1.0,0.0,0.0,0.698214458938787,0.46910280228598605,-1.169952600337171,1.206164825434114,0.8182595212577132,-0.6998112649047235,0.8979681138747925,0.0
3334,0.0,1.0,0.0,0.748203279939944,0.536505621044346,-0.8745286210475834,1.2463000604844057,0.8968191025830855,-0.6998112649047235,1.2227170896934905,0.0
3335,0.0,0.0,1.0,0.748203279939944,0.536505621044346,0.4966845658437097,-0.35910934152726837,0.9282429351132344,-0.6998112649047235,-0.06866260210779691,0.0
3336,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,0.9314594787604611,-1.2119830863459702,0.9753786839084578,-0.6998112649047235,-1.2132339289339842,0.0
3337,0.0,1.0,0.0,0.6482256379376583,0.46910280228598605,0.3071672961107667,-0.5898869430664463,1.0068025164386067,-0.5999483736373755,-0.5499561307646298,0.0
3338,0.0,1.0,0.0,0.6482256379376583,0.46910280228598605,1.2380315327402218,-1.5732002017985967,1.0382263489687558,-0.5999483736373755,-1.6848403432553163,0.0
3339,0.0,1.0,0.0,0.6482256379376583,0.4016999835276645,-0.05514513131985951,0.18271633165167148,1.0696501814989048,-0.6998112649047235,0.38801564513724685,0.0
3340,0.0,0.0,1.0,0.6482256379376583,0.46910280228598605,-0.03842301928459984,0.07234443526336946,1.1010740140290536,-0.5999483736373755,0.23492586863760848,0.0
3341,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,0.7475162463726047,-1.222016895108543,1.1482097628242771,-0.6998112649047235,-1.3200179248511574,0.0
3342,0.0,1.0,0.0,0.698214458938787,0.536505621044346,-1.4152102435209795,2.2697485542668483,1.179633595354426,-0.599948373637317,2.0102686889936576,0.0
3343,0.0,1.0,0.0,0.698214458938787,0.536505621044346,0.7865345077882107,-0.8607997796559166,1.211057427884575,-0.599948373637317,-0.7073251188653613,0.0
3344,0.0,1.0,0.0,0.698214458938787,0.536505621044346,0.3963518936321516,-0.5397178992535814,1.242481260414724,-0.599948373637317,-0.41739871818583,0.0
3345,0.0,1.0,0.0,0.7981921009411009,0.6039084398026675,0.5189807152240559,-0.8407321621307703,1.2739050929448728,-0.6998112649047785,-0.8232171614931174,0.0
3346,0.0,1.0,0.0,0.7981921009411009,0.6039084398026675,0.1120759890327372,0.02217539145050465,1.3053289254750218,-0.6998112649047785,0.2662740380272641,0.0
3347,0.0,1.0,0.0,0.748203279939944,0.536505621044346,-0.9581391812238818,0.9051505625569252,1.3367527580051708,-0.6998112649047235,0.6894056218490632,0.0
3348,0.0,1.0,0.0,0.7981921009411009,0.536505621044346,-1.0250276293649205,1.7881257336633456,1.3681765905353196,-0.7996741561721299,1.8020006381331415,0.0
3349,1.0,0.0,0.0,0.7981921009411009,0.46910280228598605,-0.6961594260048136,1.1760633991463953,1.3996004230654686,-0.8995370474395363,1.2901441165272203,0.0
3350,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,-0.09416339273546541,-0.3390417240021222,1.478160004390841,-0.8995370474394778,-0.41747723582988705,0.0
3351,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,-0.07744128070020574,0.1927501404142446,1.50958383692099,-0.8995370474394778,0.3865728834277044,1.0
3352,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,-0.8076401729065448,0.654305343492601,1.5410076694511388,-0.8995370474394778,0.4772116887857096,0.0
3353,0.0,1.0,0.0,0.748203279939944,0.4016999835276645,-0.11088550477072508,0.07234443526336946,1.5724315019812878,-0.8995370474394778,0.18299626179957884,0.0
3354,0.0,1.0,0.0,0.698214458938787,0.4016999835276645,-0.5233642683071303,0.39342631566570385,1.6038553345114368,-0.7996741561720749,0.34122894398493414,0.0
3355,0.0,1.0,0.0,0.698214458938787,0.4016999835276645,0.08977983965239097,0.33322346309026596,1.6352791670415856,-0.7996741561720749,0.7236098705412828,0.0
3356,0.0,1.0,0.0,0.698214458938787,0.3342971647693046,0.5245547525691424,-0.04806126988750638,-1.6956470811542024,-0.8995370474394778,0.44604999880068885,0.0
3357,0.0,0.0,1.0,0.698214458938787,0.4016999835276645,0.5078326405338828,-0.971171676044219,-1.6642232486240534,-0.7996741561720749,-1.0373936650689035,1.0
3358,0.0,0.0,1.0,0.698214458938787,0.46910280228598605,0.8534229559292493,-0.77049550079276,-1.6170874998288298,-0.6998112649047235,-0.5208849730526203,0.0
3359,1.0,0.0,0.0,0.748203279939944,0.46910280228598605,1.399678615747732,-1.3825578353097105,-1.5699517510336065,-0.7996741561721299,-1.2818779792505937,0.0
3360,0.0,1.0,0.0,0.748203279939944,0.536505621044346,-1.0528978160903533,1.8583623950013566,-1.4913921697082342,-0.6998112649047235,1.8663851062596724,0.0
3361,0.0,1.0,0.0,0.748203279939944,0.6039084398026675,6.806494840481692,-3.20871103009799,-1.4599683371780852,-0.5999483736373755,-3.717691592000969,0.0
3362,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,0.25142692265990113,-0.7805293095553324,-1.4285445046479364,-0.6998112649047235,-0.8788076534852923,0.0
3363,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,2.508912047419957,-1.8240454208629209,-1.3971206721177873,-0.6998112649047235,-1.629102630680535,0.0
3364,0.0,1.0,0.0,0.698214458938787,0.536505621044346,-0.6014007911383421,0.43356155071599556,-1.3656968395876383,-0.599948373637317,0.3370871382609411,0.0
3365,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,0.16224232513851622,-0.4795150466781435,-1.3342730070574895,-0.6998112649047235,-0.4676892692041747,0.0
3366,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,-0.9079728451181027,1.0656915027580927,-1.3028491745273405,-0.6998112649047235,0.948769029579507,0.0
3367,0.0,0.0,1.0,0.698214458938787,0.4016999835276645,-0.4453277454759185,0.6944405785428928,-1.2714253419971915,-0.7996741561720749,0.8311397840769944,0.0
3368,0.0,0.0,1.0,0.748203279939944,0.536505621044346,-0.8578065090123237,0.7546434311183307,-1.2242895932019682,-0.6998112649047235,0.5720708175117648,0.0
3369,1.0,0.0,0.0,0.748203279939944,0.536505621044346,0.290445184075507,-1.0414083373822296,-1.1771538444067446,-0.6998112649047235,-1.262680415278719,0.0
3370,0.0,1.0,0.0,0.748203279939944,0.46910280228598605,0.16224232513851622,-0.6902250306921759,-1.0985942630813723,-0.7996741561721299,-0.7908678921417378,1.0
3371,0.0,0.0,1.0,0.698214458938787,0.46910280228598605,-0.4453277454759185,-0.22866982761381943,-1.0671704305512235,-0.6998112649047235,-0.48626850672910227,0.0
3372,0.0,1.0,0.0,0.698214458938787,0.46910280228598605,0.28487114673042047,-0.36914315028984146,-1.020034681756,-0.6998112649047235,-0.2200249904381877,0.0
3373,0.0,1.0,0.0,0.6482256379376583,0.4016999835276645,-0.9079728451181027,0.7646772398809037,-0.9886108492258511,-0.6998112649047235,0.5436179862467017,0.0
3374,0.0,1.0,0.0,0.6482256379376583,0.4016999835276645,-0.1610518408765041,-0.14839935751323602,-0.9571870166957022,-0.6998112649047235,-0.1789995214185377,0.0
3375,1.0,0.0,0.0,0.698214458938787,0.4016999835276645,0.7530902837176913,-0.6400559868793111,-0.9257631841655531,-0.7996741561720749,-0.36436004962549856,0.0
3376,0.0,1.0,0.0,0.6482256379376583,0.4016999835276645,-0.629270977863775,0.07234443526336946,-0.8472036028401808,-0.6998112649047235,-0.18850015634940412,0.0
